65514003,Ambrose Bierce___The Fiend's Delight.txt
48302272,Ambrose Bierce___The Parenticide Club.txt
75730780,Ambrose Bierce___The Shadow On The Dial, and Other Essays.txt
68167632,Ambrose Bierce___Write It Right.txt
51681878,Andrew Lang___A Collection of Ballads.txt
75907054,Andrew Lang___A Monk of Fife.txt
25965511,Andrew Lang___A Short History of Scotland.txt
53304665,Andrew Lang___Adventures among Books.txt
41214639,Andrew Lang___Alfred Tennyson.txt
29491125,Andrew Lang___Andrew Lang's Introduction to The Compleat Angler.txt
92913868,Andrew Lang___Angling Sketches.txt
43232919,Andrew Lang___Ballads in Blue China and Verses and Translations.txt
51806691,Andrew Lang___Ban and Arriere Ban.txt
68191914,Andrew Lang___Books and Bookmen.txt
62178651,Andrew Lang___Cock Lane and Common-Sense.txt
62393712,Andrew Lang___Custom and Myth.txt
16984635,Andrew Lang___Essays in Little.txt
53201583,Andrew Lang___Grass of Parnassus.txt
39146755,Andrew Lang___He.txt
36498404,Andrew Lang___Helen of Troy.txt
34117611,Andrew Lang___Historical Mysteries.txt
32066940,Andrew Lang___Homer and His Age.txt
95371655,Andrew Lang___How to Fail in Literature.txt
82389249,Andrew Lang___In the Wrong Paradise.txt
79616954,Andrew Lang___James VI and the Gowrie Mystery.txt
61760141,Andrew Lang___John Knox and the Reformation.txt
2667278,Andrew Lang___Letters on Literature.txt
86979680,Andrew Lang___Letters to Dead Authors.txt
6727115,Andrew Lang___Lost Leaders.txt
19214333,Andrew Lang___Modern Mythology.txt
18600255,Andrew Lang___Much Darker Days.txt
75510747,Andrew Lang___Myth, Ritual And Religion, Vol. 2 (of 2).txt
73330384,Andrew Lang___Myth, Ritual, and Religion, Vol. 1.txt
57295588,Andrew Lang___New Collected Rhymes.txt
175759,Andrew Lang___Old Friends - Essays in Epistolary Parody.txt
87799616,Andrew Lang___Oxford.txt
80176586,Andrew Lang___Pickle the Spy.txt
83280890,Andrew Lang___Prince Prigio From "His Own Fairy Book".txt
13699502,Andrew Lang___Prince Prigio.txt
1384232,Andrew Lang___Prince Ricardo of Pantouflia.txt
53706852,Andrew Lang___Rhymes a la Mode.txt
38324051,Andrew Lang___Shakespeare, Bacon and the Great Unknown.txt
20383496,Andrew Lang___Sir Walter Scott and the Border Minstrelsy.txt
33858319,Andrew Lang___Tales of Troy and Greece.txt
40021363,Andrew Lang___The Arabian Nights Entertainments.txt
31044041,Andrew Lang___The Blue Fairy Book.txt
5468004,Andrew Lang___The Book of Dreams and Ghosts.txt
43277016,Andrew Lang___The Brown Fairy Book.txt
20877690,Andrew Lang___The Clyde Mystery.txt
12715531,Andrew Lang___The Crimson Fairy Book.txt
73173512,Andrew Lang___The Disentanglers.txt
5541169,Andrew Lang___The Gold Of Fairnilee.txt
41158044,Andrew Lang___The Grey Fairy Book.txt
50078186,Andrew Lang___The Library.txt
90937439,Andrew Lang___The Lilac Fairy Book.txt
34739011,Andrew Lang___The Making of Religion.txt
83856015,Andrew Lang___The Mark Of Cain.txt
93068196,Andrew Lang___The Orange Fairy Book.txt
23665097,Andrew Lang___The Pink Fairy Book.txt
17969312,Andrew Lang___The Puzzle of Dickens's Last Plot.txt
36568832,Andrew Lang___The Red Fairy Book.txt
29426051,Andrew Lang___The Valet's Tragedy and Other Stories.txt
96074995,Andrew Lang___The Violet Fairy Book.txt
59342307,Andrew Lang___The Yellow Fairy Book.txt
23963985,Anthony Trollope___A Ride Across Palestine.txt
20710287,Anthony Trollope___Aaron Trow.txt
74420363,Anthony Trollope___An Eye for an Eye.txt
78318198,Anthony Trollope___An Old Man's Love.txt
11832264,Anthony Trollope___An Unprotected Female at the Pyramids.txt
15882446,Anthony Trollope___Autobiography of Anthony Trollope.txt
62514827,Anthony Trollope___Ayala's Angel.txt
71210686,Anthony Trollope___Barchester Towers.txt
95475042,Anthony Trollope___Can You Forgive Her?.txt
26257832,Anthony Trollope___Castle Richmond.txt
85774976,Anthony Trollope___Cousin Henry.txt
72737953,Anthony Trollope___Doctor Thorne.txt
14015048,Anthony Trollope___Dr. Wortle's School.txt
61767001,Anthony Trollope___Framley Parsonage.txt
92685999,Anthony Trollope___George Walker At Suez.txt
83523831,Anthony Trollope___Harry Heathcote of Gangoil.txt
60698268,Anthony Trollope___He Knew He Was Right.txt
63505342,Anthony Trollope___Hunting Sketches.txt
7385497,Anthony Trollope___Is He Popenjoy?.txt
95454409,Anthony Trollope___John Bull on the Guadalquivir from Tales from all Countries.txt
63241304,Anthony Trollope___John Caldigate.txt
71887232,Anthony Trollope___Kept in the Dark.txt
94954298,Anthony Trollope___La Mere Bauche from Tales of All Countries.txt
29083044,Anthony Trollope___La Vendée.txt
41148333,Anthony Trollope___Lady Anna.txt
96512837,Anthony Trollope___Life of Cicero Volume One.txt
72848294,Anthony Trollope___Life of Cicero Volume Two.txt
21290838,Anthony Trollope___Linda Tressel.txt
29786918,Anthony Trollope___Marion Fay.txt
96647984,Anthony Trollope___Miss Mackenzie.txt
16991352,Anthony Trollope___Miss Sarah Jack, of Spanish Town, Jamaica.txt
1492192,Anthony Trollope___Mr. Scarborough's Family.txt
30543231,Anthony Trollope___Mrs. General Talboys.txt
74092485,Anthony Trollope___Nina Balatka.txt
63583558,Anthony Trollope___North America Volume 1.txt
15499511,Anthony Trollope___North America Volume 2.txt
98813113,Anthony Trollope___Orley Farm.txt
30592975,Anthony Trollope___Phineas Finn.txt
35442542,Anthony Trollope___Phineas Redux.txt
16973238,Anthony Trollope___Rachel Ray.txt
36813498,Anthony Trollope___Ralph the Heir.txt
23517473,Anthony Trollope___Returning Home.txt
29037002,Anthony Trollope___Sir Harry Hotspur of Humblethwaite.txt
97506185,Anthony Trollope___Thackeray.txt
85281588,Anthony Trollope___The American Senator.txt
79987671,Anthony Trollope___The Belton Estate.txt
162096,Anthony Trollope___The Bertrams.txt
77504092,Anthony Trollope___The Chateau of Prince Polignac.txt
6408095,Anthony Trollope___The Claverings.txt
90399212,Anthony Trollope___The Courtship of Susan Bell.txt
47402450,Anthony Trollope___The Duke's Children.txt
71588222,Anthony Trollope___The Eustace Diamonds.txt
36398713,Anthony Trollope___The Fixed Period.txt
20528530,Anthony Trollope___The Golden Lion of Granpere.txt
25407821,Anthony Trollope___The House of Heine Brothers, in Munich.txt
1978409,Anthony Trollope___The Kellys and the O'Kellys.txt
93530031,Anthony Trollope___The Landleaguers.txt
25067808,Anthony Trollope___The Last Chronicle of Barset.txt
5479192,Anthony Trollope___The Macdermots of Ballycloran.txt
71888815,Anthony Trollope___The Man Who Kept His Money In A Box.txt
95194991,Anthony Trollope___The Mistletoe Bough.txt
24847050,Anthony Trollope___The O'Conors of Castle Conor from Tales from all Countries.txt
92863784,Anthony Trollope___The Parson's Daughter of Oxney Colne.txt
74330165,Anthony Trollope___The Prime Minister.txt
16780857,Anthony Trollope___The Relics of General Chasse.txt
81816574,Anthony Trollope___The Small House at Allington.txt
48035496,Anthony Trollope___The Struggles of Brown, Jones, and Robinson.txt
5882241,Anthony Trollope___The Three Clerks.txt
60861446,Anthony Trollope___The Vicar of Bullhampton.txt
93048471,Anthony Trollope___The Warden.txt
29905655,Anthony Trollope___The Way We Live Now.txt
2163583,Arnold Joseph Toynbee___Turkey: A Past and a Future.txt
4322032,Baronness Orczy___"Unto Caesar".txt
77194099,Baronness Orczy___A Bride of the Plains.txt
20825479,Baronness Orczy___Castles in the Air.txt
86269939,Baronness Orczy___El Dorado.txt
10720877,Baronness Orczy___I Will Repay.txt
38918675,Baronness Orczy___Lord Tony's Wife.txt
92134247,Baronness Orczy___Petticoat Rule.txt
62359209,Baronness Orczy___The Bronze Eagle.txt
1630904,Baronness Orczy___The Elusive Pimpernel.txt
40890849,Baronness Orczy___The Heart of a Woman.txt
87266726,Baronness Orczy___The Laughing Cavalier.txt
55511719,Baronness Orczy___The League of the Scarlet Pimpernel.txt
53750977,Baronness Orczy___The Nest of the Sparrowhawk.txt
11902139,Baronness Orczy___The Old Man in the Corner.txt
20387275,Baronness Orczy___The Scarlet Pimpernel.txt
90375258,Baronness Orczy___The Tangled Skein.txt
92659805,Beatrix Potter___A Collection of Beatrix Potter Stories.txt
43170451,Beatrix Potter___Cecily Parsley's Nursery Rhymes.txt
38343624,Beatrix Potter___The Great Big Treasury of Beatrix Potter.txt
76916236,Beatrix Potter___The Story of Miss Moppet.txt
84482827,Beatrix Potter___The Tailor of Gloucester.txt
54465614,Beatrix Potter___The Tale Of Benjamin Bunny.txt
29630840,Beatrix Potter___The Tale of Ginger and Pickles.txt
96556844,Beatrix Potter___The Tale of Jemima Puddle-Duck.txt
90665795,Beatrix Potter___The Tale of Johnny Town-Mouse.txt
62146742,Beatrix Potter___The Tale of Mr. Jeremy Fisher.txt
18591879,Beatrix Potter___The Tale of Mr. Tod.txt
89866725,Beatrix Potter___The Tale of Mrs. Tiggy-Winkle.txt
3412460,Beatrix Potter___The Tale of Mrs. Tittlemouse.txt
21708923,Beatrix Potter___The Tale Of Peter Rabbit.txt
40789871,Beatrix Potter___The Tale of Samuel Whiskers.txt
56347123,Beatrix Potter___The Tale of Squirrel Nutkin.txt
5921216,Beatrix Potter___The Tale of the Flopsy Bunnies.txt
54929076,Beatrix Potter___The Tale of the Pie and the Patty Pan.txt
21172939,Beatrix Potter___The Tale of Timmy Tiptoes.txt
69313510,Beatrix Potter___The Tale of Tom Kitten.txt
25731273,Benjamin Disraeli___Alroy.txt
5108815,Benjamin Disraeli___Coningsby.txt
81422847,Benjamin Disraeli___Count Alarcos.txt
55198923,Benjamin Disraeli___Endymion.txt
19696731,Benjamin Disraeli___Henrietta Temple.txt
59485277,Benjamin Disraeli___Ixion In Heaven.txt
73730363,Benjamin Disraeli___Lord George Bentinck.txt
12579224,Benjamin Disraeli___Lothair.txt
29244947,Benjamin Disraeli___Sketches.txt
30499819,Benjamin Disraeli___Sybil.txt
20724302,Benjamin Disraeli___Tancred.txt
99964519,Benjamin Disraeli___The Infernal Marriage.txt
60371217,Benjamin Disraeli___The Rise of Iskander.txt
72875913,Benjamin Disraeli___The Voyage of Captain Popanilla.txt
22576922,Benjamin Disraeli___The Young Duke.txt
17385871,Benjamin Disraeli___Venetia.txt
4601604,Benjamin Disraeli___Vivian Grey.txt
30530411,Benjamin Franklin___Autobiography of Benjamin Franklin, Version 1.txt
519748,Benjamin Franklin___Autobiography of Benjamin Franklin, Version 2.txt
12426759,Benjamin Franklin___Autobiography of Benjamin Franklin, Version 3.txt
99802935,Benjamin Franklin___Autobiography of Benjamin Franklin, Version 4.txt
53429252,Bertrand Russell___Mysticism and Logic and Other Essays.txt
56574175,Bertrand Russell___Our Knowledge of the External World as a Field for Scientific Method in Philosophy.txt
17010729,Bertrand Russell___Political Ideals.txt
70173928,Bertrand Russell___Proposed Roads To Freedom.txt
63705558,Bertrand Russell___The Analysis of Mind.txt
45581116,Bertrand Russell___The Practice and Theory of Bolshevism.txt
11849177,Bertrand Russell___The Problem of China.txt
68470138,Bertrand Russell___The Problems of Philosophy.txt
21313480,Bram Stoker___Dracula's Guest.txt
4754069,Bram Stoker___Dracula.txt
65267884,Bram Stoker___The Jewel of Seven Stars.txt
59678981,Bram Stoker___The Lady of the Shroud.txt
38462523,Bram Stoker___The Lair of the White Worm.txt
78935230,Bram Stoker___The Man.txt
30250697,Bret Harte___A Drift from Redwood Camp.txt
76845433,Bret Harte___A First Family of Tasajara.txt
15670360,Bret Harte___A Millionaire of Rough-and-Ready.txt
34021311,Bret Harte___A Phyllis of the Sierras.txt
91752785,Bret Harte___A Protegee of Jack Hamlin's and Other Stories.txt
19134767,Bret Harte___A Sappho of Green Springs.txt
68353064,Bret Harte___A Waif of the Plains.txt
96515168,Bret Harte___A Ward of the Golden Gate.txt
58868364,Bret Harte___By Shore and Sedge.txt
80472471,Bret Harte___Clarence.txt
89177185,Bret Harte___Colonel Starbottle's Client and Other Stories.txt
6710211,Bret Harte___Complete Poetical Works of Bret Harte.txt
14136531,Bret Harte___Condensed Novels.txt
51536501,Bret Harte___Cressy.txt
91130242,Bret Harte___Devil's Ford.txt
37115853,Bret Harte___Dickens in Camp.txt
47056751,Bret Harte___Drift from Two Shores.txt
46222502,Bret Harte___East and West.txt
12741592,Bret Harte___Excelsior.txt
31794578,Bret Harte___Flip, A California Romance.txt
16968965,Bret Harte___Found At Blazing Star.txt
59626605,Bret Harte___From Sand Hill to Pine.txt
17365940,Bret Harte___Frontier Stories.txt
49883146,Bret Harte___Gabriel Conroy.txt
86526657,Bret Harte___Her Letter His Answer & Her Last Letter.txt
20196717,Bret Harte___In a Hollow of the Hills.txt
28880884,Bret Harte___In the Carquinez Woods.txt
67748421,Bret Harte___Jeff Briggs's Love Story.txt
89170935,Bret Harte___Legends and Tales.txt
87257272,Bret Harte___Maruja.txt
82020016,Bret Harte___Mr. Jack Hamlin's Mediation and Other Stories.txt
99619566,Bret Harte___Mrs. Skaggs's Husbands and Other Stories.txt
57419350,Bret Harte___New Burlesques.txt
52992153,Bret Harte___On the Frontier.txt
21049334,Bret Harte___Openings in the Old Trail.txt
82008511,Bret Harte___Sally Dows and Other Stories.txt
3876099,Bret Harte___Salomy Jane.txt
62757140,Bret Harte___Selected Stories.txt
15765778,Bret Harte___Snow-Bound at Eagle's.txt
80898789,Bret Harte___Stories in Light and Shadow.txt
50757490,Bret Harte___Susy, A Story of the Plains.txt
31887105,Bret Harte___Tales of the Argonauts.txt
72694925,Bret Harte___Tales of Trail and Town.txt
47782320,Bret Harte___Tennessee's Partner.txt
39673636,Bret Harte___Thankful Blossom.txt
49725754,Bret Harte___The Argonauts of North Liberty.txt
47517833,Bret Harte___The Bell-Ringer of Angel's and Other Stories.txt
12122779,Bret Harte___The Crusade of the Excelsior.txt
16344116,Bret Harte___The Heritage of Dedlow Marsh and Other Tales.txt
9296177,Bret Harte___The Luck of Roaring Camp and Other Tales.txt
10283733,Bret Harte___The Queen of the Pirate Isle.txt
95588843,Bret Harte___The Story of a Mine.txt
5051560,Bret Harte___The Three Partners.txt
72099735,Bret Harte___The Twins of Table Mountain and Other Stories.txt
22143281,Bret Harte___Trent's Trust and Other Stories.txt
76125192,Bret Harte___Two Men of Sandy Bar.txt
63556131,Bret Harte___Under the Redwoods.txt
39724089,Bret Harte___Urban Sketches.txt
53382267,Charles Darwin___A Monograph on the Sub-class Cirripedia (Volume 1 of 2).txt
92753255,Charles Darwin___A Naturalist's Voyage Round the World.txt
65382116,Charles Darwin___Coral Reefs.txt
70187909,Charles Darwin___Geological Observations On South America.txt
4054116,Charles Darwin___Insectivorous Plants.txt
14430810,Charles Darwin___On the Origin of Species 1st Edition.txt
44453751,Charles Darwin___On the Origin of Species 6th Edition.txt
39265995,Charles Darwin___On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life. (2nd edition).txt
75301059,Charles Darwin___The Autobiography of Charles Darwin.txt
14901627,Charles Darwin___The Descent of Man and Selection in Relation to Sex Volume I (1st edition).txt
69837130,Charles Darwin___The Descent of Man and Selection in Relation to Sex Volume II (1st Edition).txt
94370659,Charles Darwin___The Descent of Man and Selection in Relation to Sex.txt
16393698,Charles Darwin___The Different Forms of Flowers on Plants of the Same Species.txt
82036126,Charles Darwin___The Effects of Cross & Self-Fertilisation in the Vegetable Kingdom.txt
69253425,Charles Darwin___The Expression of Emotion in Man and Animals.txt
50640636,Charles Darwin___The Formation of Vegetable Mould through the action of worms with observations of their habits.txt
59840112,Charles Darwin___The Movements and Habits of Climbing Plants.txt
8590191,Charles Darwin___The Variation of Animals and Plants under Domestication Volume I.txt
9331535,Charles Darwin___The Variation of Animals and Plants under Domestication Volume II.txt
3413913,Charles Darwin___Volcanic Islands.txt
6487647,Charles Dickens___A Child's History of England.txt
59697717,Charles Dickens___A Christmas Carol.txt
63529097,Charles Dickens___A Message from the Sea.txt
80354942,Charles Dickens___A Tale of Two Cities.txt
51501300,Charles Dickens___American Notes for General Circulation.txt
71914315,Charles Dickens___Barnaby Rudge.txt
63486469,Charles Dickens___Bleak House.txt
58189888,Charles Dickens___Captain Boldheart & the Latin-Grammar Master.txt
3492060,Charles Dickens___Charles Dickens' Children Stories.txt
13522652,Charles Dickens___David Copperfield.txt
95355777,Charles Dickens___Doctor Marigold.txt
41973058,Charles Dickens___Dombey and Son.txt
38164595,Charles Dickens___George Silverman's Explanation.txt
77662276,Charles Dickens___Going into Society.txt
82120894,Charles Dickens___Great Expectations.txt
96191849,Charles Dickens___Hard Times.txt
6808620,Charles Dickens___Holiday Romance.txt
13808635,Charles Dickens___Hunted Down.txt
25207642,Charles Dickens___Life And Adventures Of Martin Chuzzlewit.txt
13574896,Charles Dickens___Little Dorrit.txt
81780103,Charles Dickens___Master Humphrey's Clock.txt
7057710,Charles Dickens___Miscellaneous Papers.txt
44505566,Charles Dickens___Mrs. Lirriper's Legacy.txt
53781686,Charles Dickens___Mrs. Lirriper's Lodgings.txt
55676336,Charles Dickens___Mudfog and Other Sketches.txt
14876389,Charles Dickens___Mugby Junction.txt
75188251,Charles Dickens___Nicholas Nickleby.txt
30685607,Charles Dickens___Oliver Twist.txt
1992671,Charles Dickens___Our Mutual Friend.txt
10676423,Charles Dickens___Pictures from Italy.txt
13670249,Charles Dickens___Reprinted Pieces.txt
6978179,Charles Dickens___Sketches by Boz.txt
65192514,Charles Dickens___Sketches of Young Couples.txt
40013489,Charles Dickens___Sketches of Young Gentlemen.txt
7444726,Charles Dickens___Some Christmas Stories.txt
46101711,Charles Dickens___Somebody's Luggage.txt
33684846,Charles Dickens___Speeches: Literary and Social.txt
94272192,Charles Dickens___Sunday Under Three Heads.txt
78570967,Charles Dickens___The Battle of Life.txt
7079836,Charles Dickens___The Chimes.txt
68217192,Charles Dickens___The Cricket on the Hearth.txt
61856352,Charles Dickens___The Haunted Man and the Ghost's Bargin.txt
15530350,Charles Dickens___The Holly-Tree.txt
84162658,Charles Dickens___The Lamplighter.txt
30510369,Charles Dickens___The Lazy Tour of Two Idle Apprentices.txt
11957479,Charles Dickens___The Letters of Charles Dickens Volume 1.txt
974402,Charles Dickens___The Letters of Charles Dickens Volume 2.txt
42866276,Charles Dickens___The Letters of Charles Dickens Volume 3.txt
70492811,Charles Dickens___The Magic Fishbone.txt
32515388,Charles Dickens___The Mystery of Edwin Drood.txt
540338,Charles Dickens___The Old Curiosity Shop.txt
15347867,Charles Dickens___The Perils of Certain English Prisoners.txt
90993361,Charles Dickens___The Pickwick Papers.txt
61491194,Charles Dickens___The Poems and Verses of Charles Dickens.txt
7384055,Charles Dickens___The Seven Poor Travellers.txt
13123392,Charles Dickens___The Trial of William Tinkling.txt
85212907,Charles Dickens___The Uncommercial Traveller.txt
59019796,Charles Dickens___The Wreck of the Golden Mary.txt
53734638,Charles Dickens___Three Ghost Stories.txt
72368458,Charles Dickens___To be Read at Dusk.txt
37709972,Charles Dickens___Tom Tiddler's Ground.txt
2156751,Charles Kingsley___Alexandria and her Schools.txt
48187723,Charles Kingsley___All Saints' Day and Other Sermons.txt
79684450,Charles Kingsley___Andromeda and Other Poems.txt
90040151,Charles Kingsley___At Last.txt
46317613,Charles Kingsley___Daily Thoughts.txt
16741073,Charles Kingsley___David.txt
66913453,Charles Kingsley___Discipline and Other Sermons.txt
68962088,Charles Kingsley___Froude's History of England.txt
68823141,Charles Kingsley___Glaucus; or The Wonders of the Shore.txt
8075447,Charles Kingsley___Health and Education.txt
1569929,Charles Kingsley___Hereward, The Last of the English.txt
2943330,Charles Kingsley___Historical Lectures and Essays.txt
56778985,Charles Kingsley___Hypatia.txt
10345327,Charles Kingsley___Lectures Delivered in America in 1874.txt
96970980,Charles Kingsley___Literary and General Lectures and Essays.txt
11165988,Charles Kingsley___Madam How and Lady Why.txt
70000027,Charles Kingsley___Out of the Deep.txt
39756314,Charles Kingsley___Phaethon.txt
37493265,Charles Kingsley___Plays and Puritans.txt
22501466,Charles Kingsley___Prose Idylls.txt
58883874,Charles Kingsley___Sanitary and Social Lectures and Essays.txt
50408343,Charles Kingsley___Scientific Essays and Lectures.txt
59667694,Charles Kingsley___Sermons for the Times.txt
15570745,Charles Kingsley___Sermons on National Subjects.txt
62049938,Charles Kingsley___Sir Walter Raleigh and his Time.txt
88381701,Charles Kingsley___The Ancien Regime.txt
6786230,Charles Kingsley___The Good News of God.txt
44525579,Charles Kingsley___The Gospel of the Pentateuch.txt
7867965,Charles Kingsley___The Hermits.txt
49512899,Charles Kingsley___The Heroes.txt
5366834,Charles Kingsley___The Roman and the Teuton.txt
56116470,Charles Kingsley___The Saint's Tragedy.txt
20984323,Charles Kingsley___The Water of Life and Other Sermons.txt
45906111,Charles Kingsley___The Water-Babies.txt
64666539,Charles Kingsley___Town and Country Sermons.txt
71319728,Charles Kingsley___Town Geology.txt
57072754,Charles Kingsley___True Words for Brave Men.txt
10805576,Charles Kingsley___Twenty-Five Village Sermons.txt
75423012,Charles Kingsley___Two Years Ago, Volume I.txt
79221694,Charles Kingsley___Two Years Ago, Volume II.txt
50688888,Charles Kingsley___Westminster Sermons.txt
38157442,Charles Kingsley___Westward Ho!.txt
85466667,Charles Kingsley___Women and Politics.txt
54705597,Charles Kingsley___Yeast: A Problem.txt
61341684,Charlotte Bronte___Jane Eyre.txt
96985070,Charlotte Bronte___Shirley.txt
65948344,Charlotte Bronte___The Professor.txt
2605064,Charlotte Bronte___Villette.txt
47128937,Charlotte Mary Yonge___A Book of Golden Deeds.txt
63394904,Charlotte Mary Yonge___A Modern Telemachus.txt
25586380,Charlotte Mary Yonge___A Reputed Changeling.txt
9234783,Charlotte Mary Yonge___Abbeychurch.txt
79086180,Charlotte Mary Yonge___Aunt Charlotte's Stories of Greek History.txt
38592640,Charlotte Mary Yonge___Beechcroft at Rockstone.txt
29463609,Charlotte Mary Yonge___Cameos from English History, from Rollo to Edward II.txt
84346614,Charlotte Mary Yonge___Chantry House.txt
28081109,Charlotte Mary Yonge___Countess Kate.txt
94929260,Charlotte Mary Yonge___Dynevor Terrace (Vol. I).txt
21024313,Charlotte Mary Yonge___Dynevor Terrace (Vol. II).txt
87710352,Charlotte Mary Yonge___Friarswood Post-Office.txt
12381726,Charlotte Mary Yonge___Grisly Grisell.txt
97137385,Charlotte Mary Yonge___Heartsease.txt
5111842,Charlotte Mary Yonge___Henrietta's Wish.txt
96087091,Charlotte Mary Yonge___History of France.txt
41505903,Charlotte Mary Yonge___Hopes and Fears.txt
7740167,Charlotte Mary Yonge___John Keble's Parishes.txt
13345514,Charlotte Mary Yonge___Lady Hester, or Ursula's Narrative.txt
95422858,Charlotte Mary Yonge___Life of John Coleridge Patteson.txt
52571222,Charlotte Mary Yonge___Little Lucy's Wonderful Globe.txt
19525800,Charlotte Mary Yonge___Love and Life.txt
35738568,Charlotte Mary Yonge___Magnum Bonum.txt
88034585,Charlotte Mary Yonge___Modern Broods.txt
34091450,Charlotte Mary Yonge___More Bywords.txt
88607802,Charlotte Mary Yonge___My Young Alcides.txt
26657456,Charlotte Mary Yonge___Nuttie's Father.txt
96102028,Charlotte Mary Yonge___Old Times at Otterbourne.txt
37619397,Charlotte Mary Yonge___Pioneers and Founders.txt
36351038,Charlotte Mary Yonge___Scenes and Characters.txt
91400242,Charlotte Mary Yonge___Sowing and Sewing.txt
61875836,Charlotte Mary Yonge___Stray Pearls.txt
89560240,Charlotte Mary Yonge___That Stick.txt
68133593,Charlotte Mary Yonge___The Armourer's Prentices.txt
42783013,Charlotte Mary Yonge___The Caged Lion.txt
35806156,Charlotte Mary Yonge___The Carbonels.txt
71595433,Charlotte Mary Yonge___The Chaplet of Pearls.txt
22326858,Charlotte Mary Yonge___The Chosen People.txt
78952259,Charlotte Mary Yonge___The Clever Woman of the Family.txt
30319017,Charlotte Mary Yonge___The Daisy Chain.txt
89493646,Charlotte Mary Yonge___The Dove in the Eagle's Nest.txt
20684253,Charlotte Mary Yonge___The Heir of Redclyffe.txt
59036221,Charlotte Mary Yonge___The Herd Boy and His Hermit.txt
84765406,Charlotte Mary Yonge___The Lances of Lynwood.txt
77449413,Charlotte Mary Yonge___The Little Duke.txt
85733078,Charlotte Mary Yonge___The Long Vacation.txt
94261330,Charlotte Mary Yonge___The Pigeon Pie.txt
66892916,Charlotte Mary Yonge___The Pillars of the House, V1.txt
21496212,Charlotte Mary Yonge___The Prince and the Page.txt
26604380,Charlotte Mary Yonge___The Stokesley Secret.txt
62002659,Charlotte Mary Yonge___The Three Brides.txt
9931985,Charlotte Mary Yonge___The Trial.txt
87558577,Charlotte Mary Yonge___The Two Guardians.txt
80852699,Charlotte Mary Yonge___The Two Sides of the Shield.txt
